p_PharmacyId,p_PharmacyQualifier,p_FillDateFrom,p_FillDateThru
1225043292,01,20160712,20180822
1295934073,01,20160701,20171202
1285649301,01,20160730,20161201
1801045190,01,20160724,20180504
1659305423,01,20160730,20171018
1528073855,01,20160813,20180401
1972522605,01,20170701,20170905
1346271160,01,20180403,20180925
1255430492,01,20170803,20170904
1083750574,01,20170301,20171116
1740202415,01,20160712,20170114
1689689804,01,20161103,20180616
1164449328,01,20170106,20171030
1013430875,01,20180124,20180404
1316057912,01,20160906,20170311
1215092085,01,20160928,20180531
1124034871,01,20160815,20171007
1679682983,01,20160824,20170915
1568418614,01,20170729,20180427
1093722993,01,20170505,20170509
1295943785,01,20170101,20170123
1487036521,01,20170130,20170324
1295767234,01,20180313,20180317
1558376533,01,20170117,20170830
1306940267,01,20171030,20171103
1881639268,01,20170111,20171029
1255565347,01,20170211,20171111
1083629000,01,20160927,20171222
1942217955,01,20160704,20180621
1407959109,01,20160630,20170917
1144324112,01,20160706,20180521
1265821078,01,20170129,20171003
1346343191,01,20160831,20180721
1366965139,01,20180125,20180401
1730466079,01,20161222,20180427
1790941342,01,20180908,20181003
1710923354,01,20160922,20161001
1023299369,01,20170807,20180425
1437253408,01,20170101,20180622
1932316718,01,20170212,20170413
1053326017,01,20170118,20170514
1326053398,01,20170422,20170511
1881787224,01,20170124,20170512
1316041486,01,20160710,20180302
1205876646,01,20160904,20180722
1962413518,01,20160707,20170125
1194060160,01,20170228,20170715
1861431249,01,20171216,20180103
1447575758,01,20170102,20170912
1760591226,01,20160730,20160803
1477993236,01,20160725,20180712
1487758397,01,20170104,20171220
1578585675,01,20170121,20171201
1184716011,01,20170621,20170625
1356444079,01,20161230,20171109
1588679658,01,20170102,20171102
1679677595,01,20170213,20170913
1396802658,01,20170603,20170607
1649216706,01,20160913,20180821
1558471482,01,20170418,20170510
1750308078,01,20170101,20170106
1578580890,01,20170108,20170313
1649389107,01,20160730,20170703
1154425817,01,20160907,20170916
1619031044,01,20170401,20180511
1912941741,01,20170102,20180907
1811925878,01,20171213,20171217
1164940391,01,20180202,20180329
1306030291,01,20161004,20171001
1205243730,01,20160726,20161021
1063555605,01,20160828,20171117
1922285709,01,20160629,20180328
1073617924,01,20170121,20180629
1538269972,01,20160707,20180402
1780994566,01,20170102,20170106
1790105104,01,20170102,20180601
1437571551,01,20171129,20171217
1689691966,01,20170116,20180103
1851332761,01,20160717,20180815
1043479819,01,20170521,20180804
1063516946,01,20160629,20180930
1093818783,01,20170409,20170413
1295844637,01,20160912,20171220
1679742308,01,20170105,20180810
1295781961,01,20161217,20170902
1225060197,01,20160707,20171220
1093193187,01,20170604,20180930
1215010848,01,20160709,20180610
1265459572,01,20170225,20180914
1891917472,01,20170101,20170728
1245755982,01,20180217,20180823
1164526067,01,20170117,20180921
1760586648,01,20170122,20170904
1285635169,01,20170503,20170614
1427063601,01,20180503,20180507
1912420910,01,20180127,20180401
1326053539,01,20160703,20181001
1134238116,01,20170410,20170929
1245660380,01,20170113,20170303
1487961264,01,20170405,20170610
1457551210,01,20170108,20170123
1508884206,01,20171017,20171025
1063434843,01,20170421,20171231
1225195571,01,20170107,20171009
1437180254,01,20160705,20160902
1902913189,01,20160706,20180320
1790029494,01,20170107,20180928
1942215843,01,20170102,20180101
1972518025,01,20161229,20171023
1407950363,01,20170102,20180416
1386859080,01,20160917,20171227
1619983087,01,20170108,20170927
1669742144,01,20160726,20170421
1841526415,01,20171119,20171123
1699878348,01,20161003,20180921
1174538714,01,20161121,20161205
1255419255,01,20170110,20180228
1619916558,01,20180731,20180818
1821454554,01,20170114,20170323
1922381748,01,20170101,20171208
1275059990,01,20180203,20180401
1659470961,01,20170107,20170916
1811914161,01,20160714,20170219
1023116761,01,20161122,20171231
1497274351,01,20180224,20180328
1437340486,01,20170228,20171021
1326059841,01,20161130,20170910
1023171295,01,20170611,20180504
1770525313,01,20160706,20180330
1568566487,01,20170107,20180203
1770770489,01,20160723,20160727
1841234218,01,20170103,20180922
1457450314,01,20170826,20170830
1083693410,01,20170730,20171019
1770803108,01,20170204,20170810
1821107137,01,20161218,20170827
1912917261,01,20160730,20170819
1063931053,01,20180301,20180331
1790079853,01,20170111,20170225
1831598341,01,20170227,20171209
1225331762,01,20171019,20180402
1053400606,01,20170102,20170429
1770007254,01,20180307,20180311
1114020898,01,20160716,20170410
1669816351,01,20160710,20180221
1477078806,01,20180219,20180329
1679588651,01,20161004,20180331
1700027323,01,20170108,20180607
1487847471,01,20170108,20170426
1154848612,01,20180102,20180927
1851483457,01,20160726,20180816
1013922095,01,20170319,20170721
1619066230,01,20170529,20181003
1437164076,01,20170320,20171231
1831294677,01,20160709,20170827
1851400287,01,20160829,20171111
1295740470,01,20170116,20170928
1811914013,01,20170116,20171023
1104915792,01,20170113,20171105
1982771499,01,20171118,20180402
1669546081,01,20161230,20180514
1700116050,01,20161112,20170114
1538263488,01,20161119,20170217
1043225212,01,20160722,20180204
1043225204,01,20161123,20161127
1740389956,01,20161224,20171223
1447288535,01,20170128,20180302
1528080132,01,20170129,20170202
1902979529,01,20161130,20171231
1235570334,01,20170917,20170921
1033304183,01,20160706,20171210
1194824367,01,20170102,20170602
1437257078,01,20160717,20170826
1992805337,01,20170109,20180520
1922040450,01,20171110,20180104
1497852321,01,20171009,20171013
1649379900,01,20170117,20170811
1629456645,01,20161229,20171231
1780606327,01,20161030,20170222
1295740538,01,20170102,20180328
1861859456,01,20170411,20180510
1275810756,01,20170102,20170111
1467555219,01,20170110,20171220
1902823172,01,20170123,20180630
1962449413,01,20160723,20161027
1972518512,01,20170520,20170921
1326198581,01,20170509,20180105
1386955250,01,20170101,20171118
1487702494,01,20160630,20180513
1053352922,01,20170118,20180623
1407002686,01,20160704,20160708
1194084624,01,20160722,20170917
1912286717,01,20170102,20171011
1194760082,01,20170105,20180930
1912446709,01,20171230,20180103
1033478797,01,20170101,20170105
1033655360,01,20170730,20180927
1588811301,01,20170121,20170227
1306944020,01,20160724,20180928
1457366643,01,20161217,20171022
1003838764,01,20160820,20180111
1396750758,01,20160730,20160803
1316993843,01,20171001,20171008
1275642613,01,20160910,20180325
1427151182,01,20161231,20170924
1043237191,01,20170209,20170831
1255346359,01,20170107,20171117
1447320502,01,20170416,20170512
1649566340,01,20160708,20180412
1003180704,01,20171224,20171229
1922013820,01,20160801,20160811
1659305878,01,20160716,20170827
1114021029,01,20170819,20180425
1568535185,01,20160718,20180727
1588773048,01,20160730,20160803
1174545776,01,20170101,20171023
1508971383,01,20160729,20160802
1649298449,01,20160629,20180729
1811410400,01,20180218,20180330
1245753466,01,20171231,20180329
1013924000,01,20170324,20170509
1225376098,01,20161031,20180205
1548226434,01,20171015,20180914
1629187919,01,20170114,20171127
1689691941,01,20170107,20180413
1639184278,01,20170101,20171002
1194924852,01,20161203,20171202
1598175333,01,20170729,20170802
1457460826,01,20161110,20180321
1982713228,01,20170110,20170114
1962417964,01,20170107,20180602
1477732014,01,20170124,20180916
1720197148,01,20161012,20171223
1316056633,01,20170102,20171028
1790858025,01,20160720,20171218
1952404683,01,20170617,20181002
1013142074,01,20161102,20180715
1407950389,01,20170116,20180804
1336443761,01,20161122,20180920
1497772743,01,20160814,20180308
1780602581,01,20161230,20170424
1710926761,01,20170507,20170923
1417235953,01,20161129,20161203
1316976343,01,20161201,20161205
1386182640,01,20171021,20171025
1699780213,01,20170823,20171009
1174040604,01,20180220,20180407
1386661486,01,20170711,20180425
1235409079,01,20170318,20170716
1053415976,01,20161112,20171105
1134250954,01,20161001,20170926
1346439924,01,20170808,20180427
1235233156,01,20160806,20171224
1427234350,01,20170709,20171220
1366473621,01,20170515,20171123
1164503512,01,20170930,20171006
1760589261,01,20160719,20180923
1407861784,01,20170531,20170604
1811086564,01,20170103,20170923
1235145616,01,20170102,20171001
1316071392,01,20181015,20181019
1063427060,01,20161231,20180223
1861595597,01,20170119,20171230
1710352315,01,20170214,20171122
1790731297,01,20170104,20171128
1730106956,01,20160713,20170302
1528163565,01,20170103,20170107
1427075605,01,20161231,20171203
1699719039,01,20160701,20180801
1689960247,01,20170108,20170601
1457397259,01,20170114,20170118
1356673222,01,20161017,20171216
1013011675,01,20161202,20171129
1760498109,01,20170316,20170810
1366457905,01,20170314,20170802
1750599296,01,20170129,20170902
1871603407,01,20160929,20170922
1811204696,01,20170108,20180404
1073530382,01,20170112,20170116
1548560782,01,20160810,20171010
1013107267,01,20160705,20171220
1568489953,01,20170103,20171020
1093132078,01,20170218,20180920
1467467654,01,20170107,20170114
1710024690,01,20171202,20181003
1316952245,01,20170102,20171225
1356402531,01,20170812,20180425
1306940077,01,20170408,20171213
1487661492,01,20170101,20171206
1467975466,01,20180106,20180709
1629464524,01,20170816,20171217
1366402364,01,20161120,20161124
1538446471,01,20170516,20170805
1457552796,01,20160701,20170920
1477569853,01,20161120,20180411
1295740199,01,20170102,20171031
1518202209,01,20170727,20180901
1538263330,01,20160929,20171030
1730369711,01,20170521,20181003
1144547142,01,20170102,20170426
1457378523,01,20170107,20180517
1588681753,01,20160905,20181003
1124133905,01,20161221,20171223
1952729253,01,20170511,20170515
1609082502,01,20170101,20180303
1144475773,01,20170907,20170911
1396849121,01,20170127,20180701
1518983626,01,20170102,20171025
1982704326,01,20170102,20180101
1619069192,01,20161104,20180513
1932636453,01,20180117,20180801
1588763700,01,20170215,20171130
1134646656,01,20180206,20180319
1942225412,01,20170106,20171025
1841204179,01,20170111,20170717
1073683918,01,20160704,20171031
1689608325,01,20170318,20170322
1992122006,01,20170206,20171009
1003228701,01,20170515,20170519
1881798858,01,20160707,20180624
1881655330,01,20161030,20180703
1396762670,01,20170330,20170721
1013011907,01,20170218,20180323
1659423770,01,20160906,20160910
1578602355,01,20170105,20171211
1083718902,01,20161019,20170318
1902842529,01,20170425,20180429
1508883729,01,20160729,20180419
1548358633,01,20170426,20171228
1851320881,01,20161001,20170903
1114135654,01,20170508,20180427
1720301203,01,20170712,20170927
1942227178,01,20160909,20171224
1366477655,01,20160716,20170511
1376669184,01,20160816,20170901
1831202399,01,20170204,20181003
1558376525,01,20170104,20171031
1598954513,01,20170120,20170922
1982637211,01,20160808,20170105
1194730408,01,20170110,20180103
1871812370,01,20170101,20171105
1962647719,01,20170103,20170907
1013229517,01,20161231,20171122
1861637902,01,20170527,20170531
1003187030,01,20160629,20170729
1811902190,01,20161230,20180806
1891712964,01,20170303,20180417
1619909579,01,20170113,20170823
1699845461,01,20170703,20180223
1043468242,01,20160717,20171101
1831128891,01,20160823,20170401
1861507980,01,20160911,20170112
1598869356,01,20170113,20181002
1386669851,01,20170104,20170715
1639184997,01,20170102,20181003
1700309804,01,20180209,20180330
1134456833,01,20161229,20170804
1932140977,01,20161006,20170924
1679588560,01,20160906,20180510
1457537839,01,20170108,20171226
1356377931,01,20170213,20180330
1962428078,01,20170128,20171213
1700980653,01,20170621,20170625
1184639411,01,20160719,20180104
1588681985,01,20170114,20170927
1992983357,01,20160703,20170802
1457411555,01,20160804,20170907
1477882959,01,20170121,20170125
1942240809,01,20160715,20180314
1225069362,01,20161219,20170601
1508040007,01,20170103,20170623
1710909544,01,20160720,20160822
1184631145,01,20160730,20171217
1336243120,01,20170103,20180927
1275057572,01,20180218,20180402
1467822593,01,20160819,20170525
1932114022,01,20160910,20170215
1003821208,01,20170219,20170223
1740226109,01,20170117,20170922
1770598880,01,20170731,20170823
1639184716,01,20160705,20180202
1811914948,01,20170109,20170924
1730221532,01,20160706,20180311
1942452834,01,20170109,20171008
1821188228,01,20171031,20171222
1740725514,01,20170630,20171026
1841202249,01,20160703,20170731
1356867022,01,20180322,20180402
1669529046,01,20170204,20171027
1518972785,01,20161221,20170929
1063585586,01,20161010,20171221
1891895942,01,20180129,20180202
1225132004,01,20160723,20180422
1528162484,01,20170430,20180920
1801906029,01,20180103,20180107
1659461572,01,20161231,20170104
1154486587,01,20160710,20160825
1093749814,01,20160720,20180512
1467467761,01,20160828,20180517
1952491078,01,20170116,20170120
1376558676,01,20161218,20171115
1407959141,01,20171009,20171013
1942303110,01,20160705,20181108
1588679526,01,20170101,20180602
1467865691,01,20170314,20181001
1285737056,01,20161227,20171002
1639130347,01,20170924,20170928
1154681286,01,20170701,20170705
1790754653,01,20170916,20170920
1346582467,01,20161013,20171019
1841509296,01,20170121,20171003
1558886143,01,20180123,20180401
1942540026,01,20160703,20160814
1043366420,01,20170929,20171003
1295085553,01,20180128,20180205
1336441088,01,20170128,20170918
1881609774,01,20160703,20180526
1790791259,01,20170101,20170128
1376642629,01,20160703,20170925
1689773962,01,20170524,20170607
1801801139,01,20161027,20180802
1225043441,01,20170203,20171201
1487746962,01,20160706,20180922
1942351747,01,20160820,20171022
1679558597,01,20170101,20170105
1922102813,01,20170808,20180802
1831337088,01,20170110,20170805
1205037637,01,20170109,20180120
1164850806,01,20180404,20180926
1013022052,01,20180915,20180926
1629591060,01,20180116,20180327
1720020910,01,20160928,20170929
1811090525,01,20170430,20170521
1538186770,01,20170101,20180117
1366488983,01,20170110,20171122
1790848992,01,20170131,20170204
1699709329,01,20170408,20170710
1205871209,01,20161014,20180330
1093977027,01,20170430,20180225
1538174420,01,20160713,20180331
1952316200,01,20160709,20180104
1699882852,01,20161231,20171102
1093720211,01,20170408,20171216
1962485169,01,20160808,20180426
1386665669,01,20170917,20170921
1629053657,01,20170323,20170622
1295741684,01,20170102,20170614
1437182797,01,20180106,20180914
1225070857,01,20170108,20171101
1013025402,01,20171122,20180329
1417067026,01,20170711,20170715
1578585220,01,20170110,20170114
1396842795,01,20161130,20170825
1477079648,01,20180221,20180424
1285159434,01,20180320,20180402
1922526946,01,20180122,20180329
1194839258,01,20170320,20170715
1407965890,01,20160830,20160929
1205005063,01,20160703,20160802
1497702997,01,20161231,20171129
1336442490,01,20160629,20170927
1720317498,01,20160703,20180125
1568477461,01,20170102,20171212
1891210050,01,20180207,20180329
1588998082,01,20180211,20180215
1437253382,01,20170628,20171221
1902900756,01,20170103,20171231
1922042290,01,20170113,20171008
1194996942,01,20171015,20171019
1013092303,01,20170101,20171213
1225055643,01,20170101,20180120
1811006257,01,20160701,20180922
1649387820,01,20160921,20180112
1013009596,01,20160917,20171223
1831200070,01,20170802,20180427
1609919687,01,20160722,20170923
1659757854,01,20170106,20171126
1730101494,01,20161002,20170828
1275985145,01,20170704,20180803
1083817829,01,20171111,20180520
1235444241,01,20170728,20180328
1568793172,01,20160710,20170930
1962506725,01,20170109,20171026
1770007445,01,20180318,20180930
1831280742,01,20170102,20171220
1972676591,01,20170109,20170526
1639694938,01,20180221,20180331
1851478929,01,20170123,20171102
1659606663,01,20160712,20160716
1144247255,01,20160901,20180104
1386087245,01,20170228,20171202
1205231990,01,20180531,20181003
1063429009,01,20170124,20170128
1184635773,01,20170117,20170121
1366463655,01,20180218,20180907
1598701104,01,20160826,20171008
1417259391,01,20160918,20171102
1437242633,01,20161006,20161010
1326121955,01,20161230,20170601
1881967180,01,20160629,20161001
1033212881,01,20170729,20170802
1548363302,01,20161005,20180914
1831613223,01,20180225,20180926
1124059233,01,20170130,20171012
1508881061,01,20170117,20171101
1902847817,01,20170103,20180910
1336249770,01,20161125,20171002
1598055964,01,20161007,20180524
1609881705,01,20170102,20171224
1720177470,01,20161231,20171027
1922020650,01,20170114,20170118
1083767750,01,20180220,20180224
1184785909,01,20161224,20171220
1508960410,01,20160709,20170614
1942211461,01,20170627,20170928
1619919800,01,20170109,20181003
1760598122,01,20160706,20160817
1679623995,01,20170101,20171115
1154336295,01,20161121,20161125
1659443323,01,20161229,20170902
1720197247,01,20170208,20170212
1912000779,01,20170101,20170921
1184646960,01,20170115,20180104
1821514290,01,20180323,20180328
1588737019,01,20160712,20170924
1831415868,01,20170106,20171215
1437248192,01,20160831,20161109
1497174247,01,20160929,20180928
1851816078,01,20180214,20180402
1477612471,01,20180403,20180407
1669470639,01,20160706,20180922
1013922319,01,20170208,20180517
1891753133,01,20160630,20171012
1255358677,01,20170118,20171022
1225101959,01,20161218,20171006
1518972587,01,20170418,20171106
1144767575,01,20170826,20170830
1114932381,01,20161121,20170625
1023318458,01,20160918,20170705
1013956499,01,20180129,20180202
1043329329,01,20170202,20170206
1629171038,01,20170117,20171123
1144323825,01,20161231,20170803
1730183385,01,20170101,20171220
1902909690,01,20170407,20170411
1528085669,01,20170122,20171031
1881871333,01,20160904,20160908
1013072438,01,20170109,20170423
1629314869,01,20170222,20170816
1700821600,01,20170105,20171008
1831325943,01,20170112,20180917
1285702019,01,20170118,20171025
1124579123,01,20180925,20180929
1518209162,01,20170520,20170526
1932341229,01,20170107,20180728
1649373358,01,20170101,20171103
1396752390,01,20161122,20170319
1457790545,01,20170501,20171224
1255440574,01,20170103,20170923
1639184534,01,20161211,20180105
1972683373,01,20170418,20170422
1346352291,01,20170509,20170513
1972692614,01,20161228,20171001
1831104033,01,20170121,20180330
1508809377,01,20160629,20180926
1760860076,01,20170204,20170521
1851320899,01,20161231,20180424
1801801816,01,20161002,20180414
1497786511,01,20161231,20171102
1609985050,01,20170114,20171005
1316985450,01,20170503,20170828
1104920016,01,20161231,20171004
1184668915,01,20160829,20180917
1144774795,01,20161229,20170102
1649379942,01,20160730,20171101
1255435103,01,20170614,20180530
1780788562,01,20170101,20180102
1063493989,01,20160730,20160803
1194730010,01,20160918,20170819
1003967035,01,20160730,20170813
1871527622,01,20170207,20171216
1790017622,01,20170125,20180922
1679672919,01,20161027,20180429
1780793000,01,20170108,20170925
1851480487,01,20170124,20170128
1013935881,01,20170521,20180324
1386085132,01,20170620,20171122
1386748143,01,20160726,20171101
1528073426,01,20170109,20180327
1194736603,01,20170606,20170819
1154410819,01,20170108,20171230
1245245273,01,20170119,20170709
